,sentiment
B06WP5R8BX,0.7162
B01N5H6OTW,0.7336499999999999
B07C7RDN8Q,0.4183800000000001
B01M333BMQ,0.5618666666666666
B081BCQH1S,0.47143529411764706
B07R3DSCY1,0.5162882352941177
B09TDLSJZX,0.4826666666666667
B01NB1EYLH,0.5895636363636364
B093CWYVW6,0.5796142857142856
B07GL72R14,0.78776
B084L7PP35,0.21375625000000004
B07CZ7MJZD,0.36846000000000007
B0BKR6ZWGY,0.7125444444444445
B07Q17GJKV,0.31679999999999997
B09DK2YGPF,0.3022857142857142
B017DWIBLC,0.6015230769230769
B07KR6GF9J,0.6511000000000001
B07FTKJKWK,0.562616
B07N31THXJ,0.8047375
B01B8TAYAM,0.324650909090909
B017WYJZMK,0.7167222222222223
B0BGRQM3W6,0.6150888888888889
B094HLMQ8B,0.4487350000000001
B07CG6GGX7,0.6892333333333335
B08VYMX9NG,0.537775
B01LLZ5TDU,0.5731
B079HT7VL4,0.373375
B07TGFK77Y,0.6092
B01IP0DXGE,0.4936818181818181
B093YTKGXM,0.44500476190476185
B07PGR2G13,0.4193627737226277
B01GCT31PS,0.35966923076923074
B0B94QCWRJ,0.46482500000000004
B017QJ6KBU,0.26123846153846153
B07HHPV9M9,0.5020714285714286
B081W4K3LH,0.5440200000000001
B01CCWNZ7S,0.73498
B088Q19WW9,0.32993846153846157
B0C2LMPBT3,0.5260444444444444
B01FSXCHUY,0.4562777777777777
B01M7473IT,0.60901875
B082G64DRQ,0.6417529411764706
B01FT6QY4U,0.5518326530612246
B072HLCMP4,0.5784956521739131
B01N5SVHUU,0.23918973509933764
B07Q8FFF6R,0.32158260869565214
B09KXDBN6X,0.39366666666666666
B01BJ9WCJ2,0.7012714285714285
B0BT94XDZM,0.7298
B093C8T271,0.311519512195122
B0BTSSZZTM,0.6523285714285715
B01BAULTNU,0.49293999999999993
B01MT8NQIU,0.5195571428571428
B078YZW79X,0.6808500000000002
B0BTTYC6YZ,0.40974565217391307
B091DBVC8H,0.3938600000000001
B0C3ML9T7F,0.37796204379562043
B077TXLR8F,0.5493448275862068
B0BLP9FG2L,0.6375125
B0773CHNVB,0.7930499999999999
B071ZMDK26,0.40336538461538457
B09THLCKL3,0.29
B07NLH8WPJ,0.66674
B07BR6JFYT,0.5405
B018OITCBW,0.6398333333333333
B071HJ3GDH,0.8586499999999999
B0BK6TSHKP,0.4724642857142857
B06XD6ZXYF,0.53971
B019TQUGM2,0.37576271186440674
B0C6DNS2LF,0.5159190476190476
B07QGW8NPH,0.7827625
B076J5C2C9,0.479821875
B07MJ2BKT6,0.3848666666666667
B0826BRMG7,0.31388571428571427
B0BL7ZVKLK,0.6249542372881356
B07BLK2C3N,0.5013264705882352
B0784KTKVG,0.3541285714285714
B074YLTN3P,0.554757142857143
B0BFFZFNS3,0.6728388888888888
B078PXLRLG,0.38040476190476186
B07QB1M1M4,0.490795
B0BGYP6N95,0.4829333333333333
B01B41DESS,0.4688166666666668
B01G28PNF0,0.41596896551724144
B07BXQZDS7,0.49298260869565225
B0B3SGMP6S,0.5911428571428571
B07H5T2QH6,0.5198576923076922
B07358Q84V,0.777675
B018OQP78Q,0.7808
B07G3G2WGL,0.7216888888888888
B07GJXDC4F,0.6530782608695652
B015GAKXT6,0.32961052631578946
B07NWX7WPB,0.6541142857142856
B09ZT9RRZW,0.504993023255814
B0C4N4KG89,0.36266666666666675
B0952DLDVC,0.5246545454545455
B015OTURE0,0.5825232142857141
B01ERXZSJS,0.481025641025641
B07BZBC211,0.56352
B01CLQTHMW,0.5023545454545455
B07PH13TR1,0.40046400000000004
B07JZPFGB1,0.44447857142857145
B085X2RXMD,0.5057055555555556
B01N4GETO3,0.5553066666666667
B01CO9OY8S,0.32935192307692307
B0719PLL6L,0.38252500000000006
B0C46LLQXQ,0.54823
B0BTYF6YMG,0.1634463414634146
B01M09KHNG,0.630675
B0BQCR1KB3,0.6852199999999999
B01NACOBA8,0.6847176470588235
B07C5CV85P,0.4926021739130437
B09G3JM674,0.5964714285714285
B07N8FM32Q,0.10052105263157894
B016P7SKYO,0.3900800000000001
B0C7LQNLBL,0.54032
B01GBTDMGC,0.6547166666666667
B01JZXL1K0,0.43695555555555565
B079M2NPZS,0.635288888888889
B07CR4F9T7,0.5276227272727273
B09FP3WKNB,0.4226826666666667
B0BMZ4GF1Q,0.15599333333333334
B07V5S8288,0.19362777777777776
B07NZWYD7T,0.5827966666666666
B0BCDSFS59,0.2540571428571428
B07R26MP91,0.5579444444444444
B01BUDC7N8,0.6653888888888889
B076QHLC45,0.54580625
B01I2E4ZDS,0.3152070422535211
B0BJRRSFCJ,0.7241291666666668
B07VGLC8S1,0.4507714285714286
B0C4D2GT89,0.6937000000000001
B0BFT7V44M,0.6147714285714285
B07J63FDRW,0.39838333333333326
B018ZIWM6S,0.3919114285714286
B0BLT9JCGQ,0.6513
B09CVWX6N5,0.40763846153846167
B07MSDR4JV,0.36938333333333323
B074R7BSN2,0.4658166666666667
B08XPHKMVM,0.1959936363636364
B01ELTQSP6,0.4302857142857142
B09H8YS6MQ,0.55046875
B0BGYMZS2N,0.5573347826086955
B07L2M3B7S,0.829475
B01GU272AC,0.4619
B01BDLY9J2,0.3949564102564103
B07JFD8CZQ,0.4393230769230769
B07GZZKT25,0.58023
B09S2ZM593,0.71519
B01BIBGPPI,0.45069499999999996
B07P9SVDGB,0.49861000000000005
B0BTX2X93V,0.307262962962963
B0BFN295XN,0.5925
B083XS7PL9,0.8015375
B0B281RH1G,0.45738750000000006
B0181KSOPI,0.524
B015X4Y9WM,0.6036071428571429
B077ZFRZCK,0.6224571428571428
B06XDV54H2,0.41177058823529417
B083Q2N1KQ,0.3978989169675087
B0BVY83TG3,0.8278166666666666
B0B73WTYT1,0.246044
B09ZVB8GVB,0.34283714285714284
B01M8JK2RM,0.6004823529411765
B09G31NDDP,0.49770000000000003
B084YPJN3Q,0.6007714285714286
B01AGTQT5O,0.6646692307692307
B01NCUM0ZX,0.6667000000000001
B0C5XRX8K9,0.399596875
B094RD11YF,0.5678799999999999
B0828GKZ21,0.3764789473684211
B07MBQ1M5D,0.2730972222222222
B078PTVYXV,0.27995483870967747
B077F73G7J,0.856525
B0C2QKHH1Q,0.27608814432989676
B09CR5QL3B,0.5610235294117647
B01AGVYWZQ,0.6286857142857142
B08LQTB7C9,0.45542666666666665
B07R9W9GRS,0.300175
B0BLCJLZJL,0.35521282051282044
B0BD2MHZHW,0.1821024390243902
B07QG452V6,0.27018333333333333
B09W9NK5TN,0.4984684210526318
B0775GT2CM,0.845
B0BGYPNMTY,0.2799357142857143
B0B9FY33KQ,0.6838222222222222
B07SGYMWX4,0.5643222222222223
B0C3YM122T,0.3905
B09J3FPTDV,0.36966803278688515
B01CO95AY0,0.23559629629629628
B075KMV7SF,0.5018636363636363
B0BZ1426LV,0.5526888888888889
B0BJ1DDL45,0.675409090909091
B09JGLDH74,0.43998499999999996
B09SKC95GK,0.5109333333333332
B07MDXL64W,0.51949
B0C5BNCPS8,0.19076382978723408
B07PP83K9Q,0.672222222222222
B072F1CZR4,0.42800200000000005
B0BGYWFT76,0.3734058823529412
B01JAIK7SW,0.59535
B073Z4FWYZ,0.7717
B01FT0GAYA,0.35608125
B017QGGHTI,0.428525
B099WMBDF5,0.4451739130434783
B07K1JQ6NW,0.5310699999999999
B0162IDN8E,0.5138238095238096
B01LXUTUAV,0.5042105263157894
B072LHFRGZ,0.4161714285714286
B095YQY3HS,0.2757269230769231
B07S8R2SGG,0.3651666666666667
B0B2PDQLXG,0.44974193548387087
B0BN8T9NSF,0.3194179104477612
B0BT88YVBN,0.7415833333333334
B09FCRSSYP,0.7337833333333333
B0764MFNDL,0.6441000000000001
B06XS774G2,0.7630833333333333
B01FSZ0Z8S,0.39986190476190475
B01GKDN4Z8,0.29562499999999997
B07WZ5DYCC,0.4635554621848741
B06XPQN1YN,0.6734249999999999
B09T9HB26Q,0.6236466666666668
B08FGG9XJS,0.7252333333333333
B0B6SXFGS7,0.13844754098360654
B084D1F9YD,0.7019
B09YYFYWNT,0.34597096774193553
B093Z8X12Y,0.412809677419355
B09YMT34GH,0.6837857142857143
B074TCR388,0.5865722222222223
B07ZS2JN9T,0.6346875
B01MQJOIEO,0.7900749999999999
B07Y7KLCH6,0.41781212121212136
B07KBV5VKJ,0.5433583333333333
B015NCYYMO,0.3690142857142858
B08PTW6922,0.4729884057971014
B07RD414P4,0.3598899159663867
B01MDSCS5C,0.5767230769230769
B019MF31NQ,0.40986666666666666
B076MDS7MR,0.5456125
B01DZK1UA0,0.5219214285714286
B01FT98CB0,0.5529200000000001
B0B6WTPL8C,0.44698108108108114
B01G29HQ8G,0.3193993865030674
B076YMTN5W,0.2930833333333333
B092MRXWV9,0.4779413793103448
B07YMMV69T,0.27267222222222226
B01FKQKGY8,0.5130968750000002
B07MCDWMG3,0.4535076923076924
B01G9AXP88,0.8718
B07PFY13LZ,0.5818499999999999
B01DGTPVZA,0.853975
B07QYXJPWP,0.3936875
B094HLF73B,0.4862015384615384
B07PQYBLDW,0.2497125
B0BFG3DXJH,0.24961666666666668
B01LBE9FBS,0.5681428571428572
B0CC8ZC5GW,0.8121666666666667
B077PWF6MW,0.602807142857143
B07FPMQ7D9,0.7284999999999999
B01FLNPLYK,0.586188888888889
B07G9NMNYG,0.41395624999999997
B016ATCGVU,0.747625
B08PF2QZD3,0.5924578947368421
B07JQWCMQ1,0.1840933333333333
B07M7YGJCK,0.5204909090909091
B07JMV2HR3,0.5045000000000001
B07W79B5MT,0.3880823529411765
B01C7XWWJY,0.56358
B0B87NCR8B,0.80155
B08Z4BFNH7,0.47723333333333334
B015OSHP3W,0.33471875
B079DC936B,0.5973791666666665
B01KGGK0Z2,0.20370000000000005
B01LYC1YAZ,0.42705000000000004
B08XJLQST2,0.6092346153846154
B07G3JWTKW,0.8049166666666667
B01N3VEG0X,0.25498679245283007
B07MQBCGCS,0.5297000000000001
B089P27L6Z,0.7596
B09FFP27KM,0.6574428571428571
B08XXW5NCF,0.32503902439024385
B09FY95SX8,0.44585652173913043
B01M7XCUNS,0.9169
B015UOU11I,0.5524888888888888
B08YK1H88V,0.30625697674418606
B074XGL7BS,0.5882941176470589
B07MK3MK2R,0.4265692307692307
B07NJ54HZY,0.65746
B06Y4FYM7M,0.5497235294117648
B0BFJWQ4YX,0.4972535714285714
B07FTL16K3,0.4251392857142856
B09HRYVCVT,0.5264307692307693
B0BDXZZG84,0.8092125
B01I8KSNLG,0.5848857142857142
B0BGY33P5W,0.5492181818181818
B07GDVL6ZG,0.3618333333333334
B01GBEI35M,0.3907875
B0735FJMVY,0.5958740740740739
B07B3P8QMK,0.64755
B0B6S6M965,0.2159941176470588
B015JTXR1K,0.4777152542372882
B01N4KOIRH,0.6262857142857143
B0C4VG4HPP,0.4032381818181819
B07TRX9YPL,0.45430000000000004
B07JLHTX2X,0.5758166666666666
B01LNUZSFM,0.54352
B08V9KDHVY,0.30785555555555566
B01GQV3KSA,0.5152714285714286
B0BQTFWPKQ,0.48966249999999995
B01M1LBZ53,0.3474454545454545
B0BGL27N83,0.5262058823529411
B0756NP2G1,0.6057
B07Z47DKJT,0.6356882352941176
B07MJ7TPJR,0.5052
B01IMKHVCE,0.23075
B01N8R9894,0.5820777777777779
B0190OTOBM,0.2326736842105264
B09MPJ772C,0.49735
B06X9GVXH2,0.6583454545454546
B0BTP1LZBN,0.38352432432432426
B0727T999Q,0.48824333333333336
B06Y23YK73,0.6782692307692308
B09NYHTD3D,0.24754583333333338
B01M5I0LDO,0.81432
B01I7RBNL2,0.5778909090909091
B01MT22WPM,0.8815
B0BMQTFRK7,0.4672105263157895
B07MKY6CLZ,0.5698666666666666
B07K6YH6PG,0.21974999999999997
B095M3D2KM,0.49137000000000003
B0BMRR2LS2,0.35997619047619045
B0C62DX313,0.2249793103448276
B0C2WS76D1,0.52925
B01CEM02EA,0.5812444444444443
B071KHSQWW,0.22758333333333333
B07N12YQ24,0.6413
B09RHNSVRS,0.46731818181818185
B074NB7LSS,0.6169363636363635
B01MRZSEEQ,0.36126250000000004
B01MYEGUCR,0.6027
B07BL3T3JS,0.5838615384615384
B07JBBRNP7,0.5362444444444444
B07GZXYVP5,0.70395
B01BLYUSZA,0.70177
B07D7HVJKH,0.709
B0C3YN1J6L,0.4317769230769231
B06XQ3ML2D,0.6353384615384615
B07P142CL2,0.5341571428571429
B01DWA2066,0.31438571428571427
B071G9CFVH,0.37584615384615383
B07FFH5MT1,0.6661285714285714
B01MXJ1D5N,0.47194210526315783
B018PYJRSI,0.6576333333333333
B07PNYQ1LX,0.57625
B0B6WY77DN,0.782975
B0162FWREI,0.3167
B07NZXMW9N,0.4060000000000001
B01N0Z6HHP,0.6076666666666667
B01BOEN1GU,0.30844166666666667
B093H9BF9G,0.39586
B06VV44YSC,0.6166142857142858
B0C574VVJY,0.5354222222222221
B0BTW57418,0.3807571428571429
B0BZRM9JGS,0.6336
B07SJX7XGG,0.36655
B0B93L6V3C,0.7894384615384614
B08Q4K7VNG,0.4917777777777777
B015SH19GI,0.46480000000000005
B09R62X8G9,0.6618166666666666
B09R8XNPQK,0.8286833333333333
B09V3GJHGN,0.5166583333333333
B01LZMZE32,0.2616136363636363
B0BFH46QZD,0.8127444444444445
B08KPTC83P,0.35598800000000014
B07L2GP3Y6,0.4000700000000001
B09RVFCKK7,0.12373809523809524
B0B6ST816W,0.0991496855345912
B0C2D67BLY,0.38191111111111115
B08J5K9B4M,0.055990000000000026
B01MZA8XPY,0.55435
B09RQR91HW,0.33738
B082FD75N6,0.6041
B0BGMHGTG1,0.5021692307692307
B016IGK5RM,0.4191933333333333
B016B9BCLE,0.360775
B083CYPKVJ,0.4990666666666666
B073WHHY84,0.15005882352941177
B076NF9HYK,0.28878461538461536
B0C57BRWBY,0.3581399999999999
B0BXZVZLR5,0.5950599999999999
B07CLDC856,0.2608190476190477
B07639ZWYS,0.722575
B093C5D76P,0.28556885245901653
B09G2KJ8X9,0.4580606741573034
B016NCROJI,0.3596481481481482
B07KX9217G,0.728311111111111
B07HGJBNPM,0.68805
B07JNH5D1X,0.5851826086956521
B015TLIDPS,0.493325
B07KXDV6YC,0.10624400000000002
B076HRRQLB,0.5208322580645162
B01LWHLSKZ,0.6807100000000001
B0BTT69P6L,0.5512923076923077
B015EZOPQK,0.5869857142857144
B074DQXG98,0.7383000000000001
B08YWXSP21,0.49666666666666665
B017WXKLGU,0.7629090909090909
B017QHU76G,0.8446499999999999
B075ZK2JZN,0.36744
B015X3PQP2,0.4874185185185184
B09TJNL15Z,0.4406645833333333
B01MU1YC3L,0.2642076923076923
B075CS4JCK,0.38869411764705875
B09SL2BT2G,0.6346250000000001
B09FT4MJRM,0.30529375000000003
B01M1CS0RS,0.43757647058823534
B083QNQGJZ,0.39006874999999996
B01FSXO67Q,0.7564749999999999
B01LVUYWHZ,0.5540625
B07TYHQ81J,0.5900727272727273
B0B52NTWR5,0.3209066666666666
B0BT8Q25WC,0.2559393442622951
B07RG8PTP1,0.25357
B01FSXARX8,0.3819722222222222
B01NGYKB2W,0.31101999999999996
B0B149LQFY,-0.09078000000000001
B076HSGFV9,0.5131699999999999
B083Q96V87,0.55125625
B0766358ZQ,0.15874571428571427
B07N1W616C,0.3564631578947368
B0BHRWHHJV,0.7395860465116282
B0BJW4TLHY,0.42214
B07NS4TVJW,0.72026
B07RYR83D5,0.43058
B0BDHTTVM4,0.44196666666666673
B01N5WRNAQ,0.6194545454545455
B09ZJB912L,0.72892
B01LWSM0VP,0.6488375
B07PZYZW8H,0.46959999999999996
B096YQSJPH,0.43345600000000006
B01N4SL3OE,0.49792000000000003
B0B94JSKS7,0.21098947368421056
B01KB89Y0M,0.62575
B077H3DWR4,0.2708083333333333
B07HNPN9HP,0.9275333333333333
B098F7TT5S,0.25067534246575357
B09TG3B9LW,0.74078
B0B94Y94KY,0.49356829268292673
B01FGLZKIY,0.81988
B01J93IR8K,0.2279166666666667
B01CZ96CSM,0.5757888888888889
B0BZSXPL64,0.46701000000000004
B09VYJTM4S,0.6743571428571429
B01MZ8SHQD,0.5641666666666667
B07YJY92KV,0.45836
B0BCKTYDDV,0.40894736842105256
B0BMQTD14T,0.3299894736842106
B01LZ1TPC8,0.6196033333333334
B0181K3E9Y,0.410960606060606
B09T9YGQKM,0.2309882352941177
B07QFG5KZV,0.8004285714285714
B01591IOQG,0.7013285714285715
B07M7PFZXV,0.46928363636363624
B07JN5DPGC,0.6436307692307691
B01M0LWT98,0.2886193548387097
B075QKSCCG,0.12624
B01MSSMYZO,0.5626599999999999
B092SP22Y2,0.5434714285714286
B01D36RIJS,0.42767857142857146
B0755HW7N6,0.51485
B08SHX64Q2,0.6755111111111111
B015HVACEA,0.38012394366197183
B09W454Y7V,0.47312857142857145
B074R3JGFP,0.8106
B07PGQV9TH,0.5339833333333334
B0721LRYWZ,0.46662499999999996
B076136FYY,0.44952777777777786
B0C9V4J9ZT,0.6379375
B01LY8XR2S,0.57588
B01BNXRMEO,0.5518166666666666
B086JF5W1Q,0.5507117647058823
B09DCPZPQ5,0.1749409090909091
B01GIZFX3E,0.44266666666666665
B07BH69XN2,0.42516250000000005
B075DVLM7Z,0.49004999999999993
B0C3WLLT25,0.29192000000000007
B0B5VSDWL1,0.7145105263157895
B07KXB5ZYW,0.8749428571428572
B01NBSH86L,0.4996416666666667
B07HNR2X3G,0.4063533333333334
B077Q38WWX,0.45523863636363643
B0B5M3K9JS,0.5066
B01N0BZDB7,0.49641111111111097
B0BQ36KZH2,0.6719285714285714
B0BMB4QLZR,0.8855299999999999
B0189QUHSQ,0.68915
B07H5ZM488,0.3696588235294118
B0BY7BD1SX,0.5203294117647059
B01MXEFYXD,0.7333500000000001
B094HM8BH8,0.7790947368421053
B09989VTBF,0.6676666666666667
B0B6WPFB1G,0.41030000000000005
B0BDT6KFMV,0.2757
B0BDGTLM6Z,0.58215
B0BRYKZWP5,0.4120411764705883
B016QQ8NXM,0.46042352941176473
B07DYDSLMS,0.27718571428571426
B01CAWTVO6,0.3933636363636363
B0BYH82XDH,0.4753947368421052
B0BWDNTBLS,0.6948966666666667
B01CB0X6KC,0.9287
B018V0ZBI6,0.6228727272727274
B0BDNSV5CN,0.636675
B0186LSUCY,0.6848
B07NSFX5ZY,0.6960125
B07CXZ2GMW,0.5327636363636363
B015RRDRSC,0.36402999999999996
B0B71ZLFLV,0.24280000000000004
B0793GDZP3,0.3402478260869565
B01E2RF3U8,0.3051952380952381
B01H3SX242,0.23450000000000001
B01A6CXB2U,0.7671499999999999
B07P7MDJ7H,0.38582500000000003
B0B4GK78TZ,0.37040000000000006
B071DSFGPH,0.2718333333333333
B07NQN2C52,0.5429
B07NBYQ655,0.49583000000000005
B018OJP0OO,0.3347609756097562
B07K2M2YB7,0.35853999999999997
B07DFMYXCX,0.41407999999999995
B07C4PLJN3,0.08323076923076922
B0C7DLYPHR,0.247221875
B07QB28ZK6,0.2761391304347826
B0BLP9PS8L,0.37707500000000005
B0784YDTG6,0.6460166666666666
B09Q6JQVG1,0.768125
B097TTKQT6,0.5401
B0BFFT2CH2,0.48826875000000003
B07NZZ21MX,0.6537115384615384
B01FUGROEI,0.3112588235294118
B01NAPAO2U,0.5410060606060604
B019YMEXWK,0.6536666666666667
B07FY3DV6J,0.32584705882352943
B07FR7WRSB,0.37038125000000005
B01M4KL88J,0.32861999999999997
B015PGNHJY,0.4487684210526316
B07GX56Q3J,0.4585000000000001
B01B12PFZA,0.6716142857142857
B075FB29S1,0.5440272727272727
B07PLM88F7,0.5167377777777779
B0BGF9ZN47,0.3153100000000001
B093TSQPMM,0.5314333333333333
B0854C74GD,0.3994789473684211
B01CGT04R6,0.24516666666666667
B07K2BBDPY,0.6608571428571428
B08GJMXC86,0.6189090909090909
B08WRDPKS8,0.14346666666666663
B07KZSTP76,0.26513333333333333
B015S56HBM,0.310525
B01C7YOZF2,0.79005
B01E6BS4NI,0.4179999999999999
B078C91L97,0.4499352941176471
B015G8KYQA,0.24724615384615387
B07C7WHLDY,0.5481250000000001
B0C7PJ1NQF,0.40825384615384613
B09WJLP3RP,0.4915285714285714
B08TR2WMDS,0.55864
B07TXRKHVS,0.31304444444444446
B07MCWCS1S,0.6222166666666668
B01HWVVZMG,0.33113333333333334
B095WF33F8,0.887257142857143
B07ZRQYK5J,0.6548444444444446
B07QM17DGW,0.4012249999999999
B06WRX4232,0.6802499999999999
B0BZCYRMC1,0.30799393939393943
B0BG8SN8P2,0.8013
B0C5BHJJQC,0.40087500000000004
B01N2WPAN8,0.6566833333333334
B015V2I9HM,0.7739750000000001
B07MQJKYXC,0.5353608695652173
B0769D3SGS,0.63038
B078SCJMRH,0.587975
B0BZ447XNN,0.5304363636363637
B0C57BFL33,0.4974333333333332
B07R3R8PGJ,0.5158272727272727
B01LZZRPH8,0.36556
B07C1P3MXJ,0.4675294117647059
B07R66GKYX,0.65436
B09G5ZFVVK,0.35733076923076923
B08LBST79W,0.5775333333333333
B0814ZXL7W,0.6722428571428571
B0927XJMRJ,0.24265833333333334
B09256G79R,0.5440904761904762
B0863G9D2Q,0.4560777777777778
